sequence,len,coherence,sense_index,phi_s,grad_phi,k_phi,xi_c,phase_sync,epi_mag,hash
THOL -> AL -> OZ,3,-0.0023909306392289054,-0.013233534593505791,-0.021296856111695628,0.0,0.0,0.0,0.0,-0.0012727545467855483,2b0828b26ccadfe7
ZHIR -> NAV -> NUL -> SHA,4,0.0,-0.0134271353664982,0.0,0.07358465210559917,-0.04546341059655998,0.0,-0.022604492208377347,-0.023546080124473012,bc01855b66395a5e
VAL -> THOL -> REMESH,3,0.005210774830336051,0.004345172319107249,-0.04896051697418391,0.0,0.0,0.0,0.0,0.012205982850781116,f12d1a44d4ed9cde
REMESH -> REMESH,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027441841925733845,67feed0f0b8689ce
NAV,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ab1bda9bd200fc88
AL -> REMESH,2,0.0,0.0017327080266941186,0.0,0.0,0.0,0.0,0.0,-0.002655924767159479,4003065485402868
OZ -> REMESH -> RA -> NAV,4,-0.012089242212199869,0.037622363640653855,-0.16842125372256378,-0.1171536682512686,0.15622226777153236,0.0,0.03498851506116851,0.0012770425707395727,e48f0a22e7f9ce11
SHA -> EN -> RA -> REMESH,4,0.0,-0.012932766025937237,0.0,0.06191871950080441,0.22650425459548001,0.0,-0.028289682082365597,0.0012339621943207035,9a931b301ea4c17d
UM -> REMESH -> AL -> NAV -> VAL -> NUL -> NAV,7,0.0,0.009356540258578239,0.0,-0.055519929584706196,0.24874721640309666,0.0,0.028451638316554395,0.008312395186670818,35bf716e4f2ba140
NAV -> NUL -> UM -> ZHIR -> REMESH,5,0.0,-0.006253488604230584,0.0,0.004098535019555927,0.05313816954194325,0.0,-0.013643715362247066,-0.011412624252017056,09ccc6a08581cc76
OZ -> NAV -> EN -> AL -> OZ,5,-0.028098103756276083,0.041934873457779576,-0.12133558219249074,0.0,0.0,0.0,0.0,-0.0022921085016481824,3ebd932e7b383913
EN -> OZ -> EN -> SHA,4,-0.011286994938860762,0.004665075147933018,0.02223652163873091,0.0,0.0,0.0,0.0,0.0,602e9022701871a9
VAL -> REMESH,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009324758531895516,977fde0201bff0ce
ZHIR -> UM -> NAV,3,0.0,0.0151196994899917,0.0,-0.09020965496835487,0.38417702463190156,0.0,0.037345691997090924,0.0,a81b427d004ee8ba
ZHIR -> IL -> NUL -> NAV -> OZ -> IL -> SHA,7,0.0026245437918297476,0.001418677021622794,0.0009998533233886997,-0.02322029905874623,0.17316072177440717,0.0,0.006828491475217469,-0.015856628328262512,36783f1b3a937330
AL -> ZHIR -> NAV -> NUL -> OZ,5,-0.015512085894588967,0.004055698248529804,-0.1242213743768662,-0.003014080739495162,0.06866748105470005,0.0,0.0029749553445811427,-0.022469108100797386,d21f8c2a121df428
AL -> NAV,2,0.0,0.002453067396146591,0.0,0.0,0.0,0.0,0.0,0.0038480222758239258,e2afcd30aaa59375
SHA -> UM -> EN -> OZ,4,-0.011092996595473248,-0.03276533501553336,-0.03568344907059717,0.07418402575869165,0.1447631471576419,0.0,-0.036670493052931796,0.0,b95c450c933f3820
NAV -> RA -> OZ -> ZHIR -> VAL -> SHA -> ZHIR -> SHA,8,-0.006509859245202088,-0.01991486941169085,0.009429003638968259,0.08683593490679997,-0.015827821409259896,0.0,-0.03147167946388196,0.01663229094851648,e49643187a4fcd60
UM -> IL -> OZ -> NAV,4,-0.004002593748623773,0.045333169128012774,0.03284480782651855,-0.12375804418369074,0.1776739718708345,0.0,0.048262987194122586,0.0,8200342839a214ed
NUL -> UM -> NAV -> THOL -> SHA,5,0.005257625828837376,0.018437734370643333,0.03548474916396538,-0.11348299514536042,-0.06308432847967266,0.0,0.0349134361965483,-0.016851381119854292,812ac5f10792d1e2
AL -> RA -> OZ -> IL -> NUL -> VAL -> NAV,7,-0.003649592604732965,0.010180491673962955,0.0797690097732906,-0.01829256690573966,0.43444411981922276,0.0,-0.00417399993996137,0.010570332381347192,7323e37edb1404bb
EN -> IL -> OZ,3,-0.0038272604900700946,0.0007010598604767493,-0.12103335669767312,0.0,0.0,0.0,0.0,0.0,f2a5fea55d854934
SHA -> THOL -> EN -> SHA -> SHA -> THOL -> SHA,7,0.010070363226952761,-0.011734721505921697,-0.02356480887509549,0.0,0.0,0.0,0.0,0.0,9d7899aa0a742d02
UM -> NUL -> AL -> ZHIR -> NAV -> EN -> REMESH,7,0.0,0.020364109610440773,0.0,-0.06835059167894131,0.26314985624092213,0.0,0.01944810408559594,-0.014238446128264526,80a82996036f3539
RA -> EN -> UM -> SHA,4,0.0,-0.001757238574097264,0.0,-0.024691491189348547,0.04145815969962144,0.0,0.007424828449777876,0.0,8da47ec50300dc2d
VAL -> AL -> REMESH,3,0.0,0.0016569052039349108,0.0,0.0,0.0,0.0,0.0,0.029403632795797496,420e7db2f503a81d
REMESH -> IL -> NUL -> EN -> ZHIR -> UM -> ZHIR -> OZ,8,-0.010452159551319729,0.02643568159636034,0.020657341879853353,-0.1790515104491852,0.7716287526475474,0.0,0.05652929814351182,-0.0073276750616607655,9935f322088287c6
AL -> OZ,2,-0.01202363826848396,-0.006791579382214863,0.027555470207435984,0.0,0.0,0.0,0.0,0.007963544879507567,93265afc040a234b
REMESH -> NUL -> AL -> REMESH,4,0.0,0.001696637742274687,0.0,0.0,0.0,0.0,0.0,-0.011151970137430633,ad4463a59618c424
RA -> REMESH,2,0.0,0.011032049056962423,0.0,-0.014115848081427629,0.15500643671302727,0.0,-0.008518318643062628,0.001538668374010621,e034d5473c3fd865
OZ -> AL -> OZ -> THOL -> EN -> NAV,6,-0.006607434158583336,-0.012837765323760408,0.07963985676154506,0.0,0.0,0.0,0.0,-5.910204198267266e-05,a391f9ae358fc7a6
AL -> EN -> REMESH -> NUL -> OZ,5,-0.014208299513140954,0.014041776803506822,-0.14995836536761376,0.0,0.0,0.0,0.0,-0.004081612775360566,3d293b1de7a9c4ef
ZHIR -> VAL -> NUL -> IL -> REMESH,5,0.007963566768630637,-0.006794804090761275,0.0426037301643295,-0.028774477074450244,-0.20012438612291583,0.0,0.012159200522566138,0.00607414460723299,fa263ce08db3ba80
THOL -> SHA -> OZ -> NUL -> REMESH -> NAV,6,-0.004405578308084079,0.022001701997209078,-0.08983406758542956,0.0,0.0,0.0,0.0,-0.016480610129320117,d8123424fe4304d7
OZ -> NAV -> UM -> SHA,4,-0.009376738771229687,-0.008322566107130225,0.01446373122818323,-0.03322255549032205,0.11927771728002469,0.0,0.013685492358589846,0.0,b8a730c8f6b2fa5d
REMESH -> RA -> VAL -> NUL -> SHA,5,0.0,-0.010204896726297319,0.0,0.008477042244335209,0.017200103744758583,0.0,-0.007211020038827343,-0.004481481715030267,f724f23eb056f889
EN -> REMESH,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017656901367055777,ac5bed790eca3ea7
THOL -> NUL -> OZ,3,-0.00020406237471715105,0.00048732654455008184,0.04841624334604455,0.0,0.0,0.0,0.0,-0.007885112364711233,d697b547681809ae
OZ -> AL -> EN -> NAV -> ZHIR -> AL -> OZ,7,-0.028932075607111862,0.03454808702693313,0.06566118316844771,-0.03342452608773794,0.20204182505894927,0.0,0.01567598991001673,0.004832806027432857,874ddb968e75f296
AL -> RA -> EN -> OZ,4,-0.015864437727144298,0.05770073158543143,-0.07811614814805523,-0.14770549057202542,-0.07306283814646958,0.0,0.04914369674435892,0.001187981062125587,4cb2c48768031b41
ZHIR -> VAL -> OZ,3,-0.010310923825230911,0.02849643263556989,-0.02257091317089477,-0.08170673350315916,0.28056791407151915,0.0,0.026531300528794155,0.01562950897549331,1627d8bd9d74a08a
IL -> NAV -> THOL -> THOL -> VAL -> OZ,6,0.01567449689852629,-0.03006445234339522,0.0027104706163099124,0.0,0.0,0.0,0.0,0.009197618298174226,a3e848459a947a5d
AL -> OZ -> EN -> NAV,4,-0.01011803741854811,-0.0054855171826795335,-0.13335401235290578,0.0,0.0,0.0,0.0,0.005945451037697169,fe5f600b9f990148
SHA -> RA -> SHA,3,0.0,-0.00392822263392667,0.0,0.0014486959295516577,0.08687912312741446,0.0,-0.0015426472876354236,0.0,86c82b127d69ceef
ZHIR -> ZHIR -> EN -> AL -> SHA -> NAV,6,0.0,-0.022293052007076153,0.0,0.09989912462798345,-0.15272637262683492,0.0,-0.026334470628550877,0.01063512099515207,c8dad5153d6561c2
NAV -> OZ -> OZ -> OZ -> NUL -> SHA,6,-0.039091619174668746,-0.0009692009646579125,-0.2624388488399425,0.0,0.0,0.0,0.0,-0.010525531755085304,79f56b7ff3ac14f1
SHA -> IL -> REMESH,3,0.007044204805818133,0.002953562421718847,0.016710669255204702,0.0,0.0,0.0,0.0,0.001223456893475361,5483c365a6cc3a2a
OZ,1,-0.009274870402966484,0.014023904868544212,-0.025242485747418608,0.0,0.0,0.0,0.0,0.0,3a3cf5f0bf5d370a
EN -> AL -> ZHIR -> NUL -> NAV,5,0.0,-0.00032465714399187995,0.0,0.018241215365331298,-0.03766667961913661,0.0,-0.007552751972614402,-0.007560235824590977,858ca7782479e4d0
SHA -> VAL -> SHA,3,0.0,-0.003988270577272912,0.0,0.0,0.0,0.0,0.0,0.013229289677643807,6f0c808aaf17a05a
SHA -> AL -> IL -> SHA,4,0.00648734102349624,-0.0043491575930257875,-0.05132451343254352,0.0,0.0,0.0,0.0,0.013721337293104763,0ad71a5d124a05f1
SHA -> UM -> REMESH,3,0.0,-0.004186352739451782,0.0,-0.0030663071922474305,-0.1587487729834745,0.0,-0.014142108306439694,0.001326195202175362,6fa22d41150e9c01
