sequence,len,coherence,sense_index,phi_s,grad_phi,k_phi,xi_c,phase_sync,epi_mag,hash
OZ -> REMESH -> RA -> NAV,4,-0.012089242212199869,0.037622363640653855,-0.16842125372256378,-0.1171536682512686,0.15622226777153236,0.0,0.03498851506116851,0.0012770425707395727,e48f0a22e7f9ce11
SHA -> UM -> EN -> OZ,4,-0.011092996595473248,-0.03276533501553336,-0.03568344907059717,0.07418402575869165,0.1447631471576419,0.0,-0.036670493052931796,0.0,b95c450c933f3820
AL -> RA -> EN -> OZ,4,-0.015864437727144298,0.05770073158543143,-0.07811614814805523,-0.14770549057202542,-0.07306283814646958,0.0,0.04914369674435892,0.001187981062125587,4cb2c48768031b41
NAV -> OZ -> OZ -> OZ -> NUL -> SHA,6,-0.039091619174668746,-0.0009692009646579125,-0.2624388488399425,0.0,0.0,0.0,0.0,-0.010525531755085304,79f56b7ff3ac14f1
NUL -> IL -> UM -> UM -> THOL -> OZ -> NAV,7,0.0010285511164112027,0.0474209298549535,-0.1152376001706672,-0.25421197814926155,-0.23674791788983923,0.0,0.08617980501225653,-0.020195980290726667,1fc025f85082496a
OZ -> ZHIR -> ZHIR -> UM -> SHA,5,-0.013473539624911601,-0.015826529318972937,-0.04859351066715922,0.04434973274604581,0.2974470721558023,0.0,-0.025996015036246045,0.0,0c9e6ec6ee1a4cd2
NUL -> IL -> SHA -> IL -> AL -> UM -> RA -> NAV,8,0.012808174297119779,0.06510853951823836,-0.014989327986228762,-0.31356286380656306,0.10838446213161276,0.0,0.09990136263464067,-0.008922361965974068,cd95e31e8d75143d
OZ -> ZHIR -> OZ -> ZHIR -> EN -> REMESH,6,-0.02410328807328066,0.003295417962941638,-0.25245110732955267,0.09063597842877824,-0.08564225017071042,0.0,-0.028606719059920183,0.0014461983921197907,dabe32beb9ec7c81
REMESH -> RA -> NAV,3,0.0,-0.03572793559979154,0.0,0.16413679841008566,0.5564121165975344,0.0,-0.06315408036046655,0.0013049666318640796,19946b7acfe1af63
NUL -> AL -> UM -> REMESH,4,0.0,0.06340212486616525,0.0,-0.34660004949892587,0.4784132550189981,0.0,0.10259647857079979,-0.011703970965694865,b83c743017813346
